Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood
19.35,156.79,71,0.08,0.086,"[1.353, -7.643, 8.685, 1.359, -2.329, 4.826, -7.273, -0.183, 3.255, -0.237, -4.832, -2.613, -8.332]",Bored
11.06,148.17,126,0.071,0.027,"[2.363, -1.481, 4.204, 6.663, 2.767, 3.871, 4.734, -5.238, -6.12, 6.795, 0.897, 4.106, -3.619]",Calm
10.15,268.33,147,0.033,0.028,"[6.795, -5.831, -5.305, 0.088, -1.73, -3.761, 6.644, -3.743, 2.895, 0.19, 3.603, -9.619, 4.731]",Fearful
9.08,167.7,79,0.026,0.047,"[-7.978, 6.75, 7.64, -7.297, -4.714, -4.061, 6.753, 4.563, -9.109, 6.639, 1.173, 8.422, -0.568]",Confused
12.52,210.13,153,0.05,0.069,"[-2.73, 2.788, -3.942, 7.393, 6.108, -4.725, 5.426, 8.019, 7.18, -5.19, 1.073, -0.531, 8.559]",Fearful
5.42,221.43,178,0.061,0.012,"[-2.099, 1.519, -9.443, -1.053, 8.771, 7.694, -3.365, -3.927, -9.338, -7.08, -6.644, 9.323, 4.781]",Happy
8.46,205.88,79,0.051,0.071,"[4.775, -5.485, -1.878, -8.199, -9.528, -8.32, 1.572, 1.526, 0.461, -7.818, -9.98, -6.865, 0.109]",Confused
7.02,230.42,171,0.052,0.072,"[3.731, -6.977, -0.981, 3.911, 5.282, -1.693, -7.412, -0.405, -1.718, 2.363, 4.229, 5.326, -0.893]",Excited
10.45,152.03,128,0.038,0.062,"[9.022, 4.457, 1.869, 9.976, -5.878, -3.929, -9.078, 8.573, 4.484, 4.757, -2.364, 9.18, -9.502]",Neutral
3.81,253.33,143,0.081,0.034,"[-8.283, 8.942, -4.873, -7.873, 6.073, 3.992, 6.35, -5.744, 3.766, 2.33, 4.351, -7.084, -9.53]",Surprised
11.75,319.61,183,0.039,0.025,"[-0.527, 6.891, -7.729, 6.604, 6.561, 4.774, 5.354, -4.916, -4.398, -4.713, 8.509, 7.412, -6.574]",Angry
6.55,283.75,135,0.053,0.039,"[-9.122, 1.028, -2.978, 3.458, 3.07, -7.091, 8.292, 5.153, -7.571, 5.647, -5.519, 2.104, 6.683]",Surprised
4.27,261.58,155,0.064,0.08,"[-8.168, -5.42, -3.516, -5.589, 1.063, -7.216, -2.266, 0.625, 4.217, -8.894, -1.364, -4.216, 8.025]",Surprised
10.59,212.6,118,0.075,0.089,"[-2.703, -1.88, -1.388, 0.981, -8.61, -0.241, 9.776, 9.452, -2.495, -2.567, 2.722, 6.071, 1.144]",Confused
17.55,141.41,63,0.066,0.059,"[2.548, -3.492, 7.041, -2.137, -9.489, 4.129, 1.431, 1.506, 5.42, -1.299, 2.558, 2.701, -6.117]",Bored
11.5,252.81,194,0.032,0.03,"[-6.237, 1.217, 0.957, -2.994, -5.095, 4.674, 1.57, 9.708, -5.14, -3.448, 0.468, 3.728, 2.434]",Excited
11.24,322.43,180,0.013,0.059,"[-4.146, -5.567, 1.532, 9.626, 3.17, -8.069, -7.107, -0.552, 3.918, -3.7, -7.628, -2.751, -1.441]",Angry
5.29,189.02,151,0.09,0.049,"[4.16, -8.887, 1.345, -1.101, -7.339, 1.332, 7.443, 4.19, -8.154, -3.58, 8.996, -1.428, 4.232]",Happy
10.45,206.38,83,0.067,0.081,"[9.333, 4.481, 2.396, 5.557, 3.062, 8.238, 5.706, 0.498, 6.614, -9.514, 5.313, 4.979, 9.591]",Confused
15.92,147.12,60,0.075,0.047,"[-5.949, -1.586, -5.198, -2.282, -0.284, 8.5, 2.373, -8.873, 2.5, 4.341, 8.792, 7.631, -9.502]",Sad
11.16,166.78,53,0.059,0.044,"[-7.114, 1.011, -0.15, -1.43, -7.768, 1.916, -1.922, -8.97, 1.856, 9.271, 1.716, 3.636, 6.647]",Bored
16.2,135.44,55,0.054,0.027,"[5.688, 9.186, 4.664, 8.156, 4.136, -9.392, 0.923, -4.477, -4.324, 3.889, 6.294, 6.78, 9.857]",Bored
9.59,150.74,116,0.098,0.063,"[8.051, -2.015, -6.739, -0.922, 1.647, 7.016, 6.764, 2.942, 3.11, -6.292, -5.598, 3.467, 1.879]",Neutral
10.91,159.54,126,0.017,0.035,"[-7.723, -2.39, 1.509, 5.767, -6.469, -2.956, -5.416, -4.739, -1.064, -1.675, 3.061, -6.522, -2.241]",Neutral
7.82,298.58,140,0.039,0.096,"[-1.016, 8.33, -4.518, -5.972, 7.325, 0.911, -8.333, -6.352, -3.761, -4.88, 6.386, -8.869, -3.352]",Angry
8.5,333.68,188,0.023,0.091,"[7.651, 9.755, 3.424, 2.709, 1.329, -8.267, -2.698, 1.02, 9.745, -6.638, 5.575, 8.085, -4.703]",Angry
12.57,126.51,68,0.046,0.062,"[-3.829, 1.187, -3.493, -4.995, 8.889, -1.74, -7.8, 2.025, 2.669, -1.474, 7.007, 3.033, 5.553]",Bored
5.61,273.2,195,0.064,0.021,"[2.636, 6.795, 8.142, -8.556, -0.8, -1.789, -1.559, -4.244, -6.179, 8.434, -4.52, -5.328, 4.555]",Angry
6.33,245.89,146,0.088,0.088,"[1.735, -9.825, 3.868, -4.397, 2.774, 8.489, -5.672, 3.575, -9.591, -0.922, -8.2, -4.617, 1.895]",Happy
19.13,141.78,54,0.015,0.041,"[7.311, -2.526, -3.357, 1.646, 3.325, 0.757, -0.895, -4.42, 1.25, -3.64, -0.42, 4.849, 9.543]",Sad
10.2,143.6,106,0.046,0.033,"[-6.172, -5.308, -5.488, -4.447, 0.406, -6.047, 3.17, -6.203, 9.599, -8.098, -1.872, -0.304, 9.539]",Calm
8.07,236.55,146,0.099,0.028,"[8.89, 9.223, -4.689, -0.726, 3.082, -9.013, -2.719, 6.233, -5.516, 1.417, -8.085, -0.592, 1.864]",Happy
6.44,242.13,158,0.011,0.056,"[2.248, -1.509, -1.168, 5.291, 8.766, -1.56, 6.148, -4.264, 7.39, -9.514, 4.56, -5.222, -0.357]",Surprised
10.57,254.18,196,0.086,0.016,"[1.55, -8.555, 8.447, 8.452, 4.704, -1.281, 9.916, -2.829, -6.423, -1.628, 1.239, 3.372, 8.146]",Excited
15.6,158.03,54,0.015,0.05,"[-6.585, 0.036, 9.971, 4.345, 2.787, 7.778, -3.933, 4.26, -0.089, -5.747, -4.206, 0.363, 3.176]",Bored
19.85,160.46,73,0.018,0.046,"[6.678, 8.281, -2.243, -5.181, -9.031, -9.268, 1.869, -7.053, -6.698, 2.925, 5.629, 4.818, 5.464]",Bored
10.3,312.04,141,0.083,0.036,"[-7.735, -7.782, 4.472, -7.261, -5.501, -7.121, 8.093, 5.124, -4.106, 1.354, 4.977, 5.422, -4.719]",Angry
7.73,295.71,175,0.042,0.06,"[5.09, -4.634, 7.598, -5.475, -2.941, 7.037, 7.616, -9.393, 9.653, -2.837, 9.794, 0.32, -3.262]",Angry
12.04,156.3,112,0.053,0.067,"[0.133, 6.633, -5.907, -4.459, 9.457, -1.051, -4.216, -3.374, 9.57, -6.882, 9.99, 9.013, 7.287]",Calm
14.05,179.87,92,0.083,0.051,"[-4.039, 8.245, -4.311, 4.006, -3.251, -1.135, 5.881, 3.788, -6.024, 0.435, 4.244, -5.443, -6.273]",Neutral
11.26,154.94,77,0.092,0.079,"[1.696, -5.866, -5.646, 9.949, 2.822, 1.159, 7.41, -1.601, -5.579, 1.545, 4.626, -8.394, 9.969]",Bored
9.66,276.77,180,0.069,0.042,"[-2.499, -0.266, 8.634, 1.845, -5.195, -8.678, 3.189, 9.069, -3.93, 9.238, 9.098, 3.453, 2.951]",Angry
7.46,222.98,142,0.05,0.023,"[-8.094, -4.304, -7.841, -3.613, 4.939, -5.113, -6.058, -7.267, 7.809, -0.337, -3.062, -6.884, -7.967]",Happy
11.66,220.84,134,0.096,0.03,"[-6.868, 7.951, -5.257, -0.072, 0.429, -3.785, -8.435, -8.816, 7.441, -8.757, -9.521, -6.848, 7.522]",Fearful
8.43,155.79,94,0.06,0.04,"[-8.688, 8.872, 3.244, -2.412, 5.375, -2.568, -8.171, -0.371, -9.686, -9.362, -9.416, 0.076, 5.208]",Neutral
11.42,155.72,109,0.013,0.063,"[2.968, 1.108, 5.814, 3.869, 8.504, 5.074, 8.261, 2.039, 0.271, -9.026, 7.247, -7.003, 8.103]",Calm
9.2,149.28,119,0.055,0.099,"[-6.718, 7.845, -0.345, -1.135, 2.107, -3.837, 9.197, 3.282, -0.703, -9.102, 5.422, -7.695, 6.407]",Neutral
11.16,225.73,129,0.087,0.056,"[-6.01, 7.151, -7.897, 3.417, -1.915, -2.405, 7.563, 0.424, -3.786, 2.524, -4.485, -2.191, 2.719]",Fearful
5.54,186.3,124,0.018,0.074,"[4.206, -9.784, 7.416, -0.341, 5.496, -5.926, 6.031, 0.44, -9.859, 6.218, 0.38, -0.387, -6.661]",Happy
15.05,156.77,100,0.092,0.042,"[5.152, -8.731, 9.645, -9.577, 4.191, 8.164, 4.06, 9.748, 8.448, -6.77, -6.491, 3.798, -7.374]",Calm
5.75,241.89,160,0.089,0.083,"[-1.698, 4.931, -4.895, -3.877, -2.866, -1.454, -8.241, -3.121, -5.172, 6.045, -3.096, 3.875, -7.427]",Surprised
6.96,255.07,154,0.07,0.034,"[-1.22, -4.105, -6.201, -7.998, 3.9, -7.13, -9.242, -3.562, -8.051, -9.2, 9.699, 7.769, 1.728]",Surprised
14.39,267.25,143,0.023,0.067,"[8.539, 3.631, -8.622, -6.608, -0.209, -2.497, -7.594, 2.569, -0.949, 6.283, 1.489, 1.577, 7.883]",Fearful
12.28,136.83,58,0.05,0.047,"[-3.35, -0.576, -6.424, -7.993, 5.823, 2.569, -3.16, -0.01, -6.999, -8.77, -6.385, 6.112, 0.16]",Bored
7.46,255.9,212,0.053,0.057,"[-7.224, 2.016, -1.277, 2.815, 9.534, 9.939, 5.938, 4.053, 8.29, 3.365, 5.935, -7.852, -8.23]",Excited
6.29,285.04,142,0.082,0.048,"[5.3, 5.135, -7.83, 1.628, -3.18, -4.058, -5.18, 9.26, -1.851, -9.853, 7.209, -6.332, -7.657]",Surprised
6.04,280.31,154,0.056,0.014,"[-8.937, 2.738, 6.512, -8.7, 7.128, -1.584, 9.612, 2.377, 1.824, -7.644, 9.346, -3.357, -7.556]",Surprised
17.76,141.2,79,0.053,0.033,"[1.955, 8.759, 8.674, -0.542, 5.615, 5.294, 2.011, -3.434, -8.863, 9.779, 1.88, -0.408, -0.383]",Bored
11.58,147.8,70,0.027,0.083,"[-6.203, 6.051, 3.33, 6.407, -0.871, -5.123, -8.586, 5.574, -0.917, -7.186, -0.57, -9.672, 4.552]",Sad
11.06,202.72,91,0.043,0.044,"[8.058, -9.05, -5.158, 7.453, -2.939, 8.956, 6.923, -6.363, 2.307, 9.201, -6.569, 0.189, 6.124]",Confused
14.52,255.46,122,0.038,0.082,"[-4.425, -6.079, -8.081, -9.413, 7.218, 9.29, -7.108, 6.779, 6.468, -4.281, -6.631, 0.318, -7.844]",Fearful
7.1,224.56,122,0.032,0.02,"[-1.336, 6.463, -6.89, -8.312, -9.144, -0.772, 0.851, -1.467, -5.981, -1.663, 0.554, 1.504, 2.928]",Happy
7.72,257.36,159,0.021,0.054,"[-4.657, -3.82, -5.045, -1.369, 4.14, 4.437, -2.357, -9.03, -4.576, -5.589, 1.347, 4.911, -7.802]",Surprised
6.31,263.47,184,0.058,0.051,"[3.657, 7.404, 7.713, -6.514, -0.487, 1.869, 5.397, -6.76, -3.248, 5.634, 5.326, -2.391, -9.595]",Excited
12.32,168.76,50,0.035,0.024,"[5.334, 9.173, -7.18, 7.075, 9.664, 3.662, 2.2, 8.601, 8.539, -0.119, -6.456, -8.471, -6.55]",Bored
11.23,128.1,80,0.024,0.086,"[-4.893, -3.494, -8.113, -5.403, 8.719, 9.497, 6.333, -0.474, 4.667, 0.811, -2.336, -5.425, -3.269]",Bored
15.85,150.23,82,0.062,0.09,"[0.3, -1.288, 4.456, -3.854, -7.35, 9.401, 8.515, -6.505, 8.737, -8.603, -1.561, -8.317, 8.695]",Confused
6.34,293.15,195,0.059,0.1,"[-7.578, -6.332, 1.874, -6.902, -3.484, 2.164, 4.573, 4.384, 4.651, 9.588, 3.417, 5.812, -4.511]",Angry
4.37,235.73,138,0.014,0.069,"[7.969, -3.827, 3.951, 0.759, -6.739, -2.642, -6.527, 9.251, -7.246, -0.054, 2.637, -3.522, -9.379]",Surprised
6.46,272.21,172,0.05,0.061,"[-5.115, 7.745, 1.866, -5.488, 0.784, 9.506, 9.679, 2.08, -6.272, -8.801, -8.217, 7.362, 6.381]",Angry
9.07,243.81,132,0.017,0.088,"[-2.635, 0.432, -7.401, -8.668, -3.018, 5.609, 4.963, -2.358, 4.989, -7.095, -7.224, -4.218, 0.244]",Happy
9.34,200.19,158,0.09,0.029,"[6.803, -3.859, 7.891, 7.522, 3.131, -8.413, 3.232, -0.028, 3.964, -1.272, -2.8, 9.909, -4.274]",Excited
9.17,282.7,197,0.084,0.07,"[3.806, -6.404, -4.128, 4.785, 8.502, 9.99, 8.132, 1.88, 8.835, 9.888, -2.89, -4.676, 4.038]",Angry
17.67,145.01,85,0.012,0.058,"[-9.33, 8.456, 7.523, 5.914, 3.397, 8.436, 7.217, 8.234, -6.096, 2.954, 7.246, 1.489, 4.706]",Sad
9.28,164.89,120,0.089,0.056,"[8.166, 9.791, 7.786, 0.411, -1.397, 4.419, 3.851, -9.435, 4.559, 5.921, -3.675, -1.367, 8.866]",Neutral
15.73,151.27,92,0.064,0.079,"[-5.786, -1.241, 0.969, 9.077, -7.991, 5.833, -6.731, 6.401, -6.82, 4.908, -9.224, -4.957, 8.694]",Calm
11.3,203.91,74,0.056,0.015,"[-6.178, -5.701, -4.827, -7.904, 7.81, 4.578, 2.494, -3.678, 9.643, 7.938, -8.872, -0.591, 9.616]",Confused
9.66,257.4,150,0.025,0.06,"[-7.422, 8.2, -7.008, -3.865, -4.087, 3.427, 3.347, -2.539, -9.65, -3.133, 6.129, 4.824, -0.595]",Excited
18.93,141.68,59,0.023,0.056,"[1.904, 0.899, -5.361, 2.283, 3.318, 7.414, -3.123, 3.142, 1.982, -4.071, -7.643, -0.131, -8.588]",Bored
9.26,227.68,152,0.033,0.094,"[-4.928, -8.841, -3.519, 1.389, 6.954, -1.937, -4.735, 2.714, -5.695, -4.137, -6.272, 4.099, -4.74]",Excited
7.19,211.29,129,0.051,0.081,"[7.63, 6.205, 9.06, -9.329, 5.225, -5.619, -3.397, 5.971, 7.447, 0.207, -9.711, -9.328, 6.555]",Happy
4.89,273.54,143,0.069,0.075,"[7.416, -3.859, 4.947, 2.698, 1.676, 0.738, -3.404, 2.444, -2.167, -4.715, -5.995, 1.478, -6.074]",Surprised
19.56,147.21,87,0.019,0.014,"[5.866, 5.907, 1.266, 3.97, -5.365, -4.405, 7.703, 4.615, -0.666, 7.672, 7.696, -0.564, 9.913]",Sad
10.68,222.26,146,0.011,0.063,"[7.532, -8.107, -9.794, 5.317, -6.003, 1.312, -6.527, 0.555, 3.085, -2.64, -6.286, -4.084, 6.961]",Fearful
7.56,217.01,180,0.042,0.022,"[9.888, 7.772, -7.412, 3.882, 8.004, 6.718, 8.141, -9.298, -0.266, -6.588, -1.048, -5.909, 5.62]",Happy
15.26,208.82,111,0.017,0.086,"[5.705, -6.149, 3.981, -6.937, 7.843, -4.654, 3.522, 4.889, 2.523, 5.965, 9.835, 7.822, 5.476]",Confused
10.43,144.1,54,0.069,0.038,"[-1.434, -9.1, 5.331, -6.394, -9.067, 1.793, -6.141, -9.361, -0.836, -0.514, 7.564, 2.096, 4.169]",Bored
9.78,237.35,176,0.083,0.092,"[-2.318, -8.927, 8.736, -4.796, -9.057, -5.714, 5.639, -9.923, -6.529, -0.79, 7.511, 0.809, -0.452]",Happy
10.51,174.26,91,0.033,0.01,"[9.085, -7.779, 9.767, -1.954, 7.937, 0.191, 9.954, 8.785, -8.555, -9.708, -3.078, 4.345, 1.896]",Neutral
14.39,144.19,129,0.099,0.096,"[1.333, 1.567, 3.368, -2.23, -4.342, 3.022, -7.043, 8.29, 9.399, -1.376, -5.881, -3.424, -8.206]",Neutral
7.02,203.09,183,0.037,0.031,"[-4.757, -3.955, -6.932, -9.305, -1.894, 9.559, 0.479, 3.193, 3.8, -0.23, -2.791, -3.528, -4.456]",Excited
10.37,195.83,104,0.05,0.078,"[-4.369, 2.796, -7.038, 6.898, 1.639, -0.31, 1.631, -7.077, -0.297, -2.008, -9.629, 7.192, -3.358]",Confused
16.17,117.87,57,0.092,0.04,"[-9.967, 3.238, -2.763, -1.954, 2.054, -0.125, 1.582, -5.15, 8.597, -7.544, -2.028, -7.268, 6.932]",Sad
13.14,139.47,70,0.013,0.056,"[1.346, -4.1, 5.222, -4.48, 2.181, -9.858, 1.424, -7.755, -2.181, 1.642, 2.101, 2.406, -2.853]",Sad
18.5,147.25,67,0.012,0.065,"[5.009, -9.172, -7.438, 4.169, 7.94, -1.493, 0.722, -6.118, 9.026, 7.222, -2.067, -4.878, 3.043]",Bored
11.74,126.39,53,0.087,0.016,"[8.926, -0.454, -1.22, -3.668, 7.75, 1.264, 7.059, 6.634, -8.834, 3.759, -9.863, 3.088, -5.011]",Bored
6.97,276.29,149,0.077,0.041,"[5.504, -7.897, -3.997, -3.503, 0.568, 6.712, -6.413, 8.134, 5.061, -9.576, -7.218, -6.292, -5.886]",Surprised
13.8,165.34,128,0.061,0.013,"[-2.847, -5.527, 9.638, -6.363, -6.913, -0.145, -6.627, 3.931, -3.595, -2.277, 2.163, 3.49, -1.183]",Neutral
14.74,155.24,130,0.087,0.049,"[2.854, 1.794, 5.239, 0.176, -7.412, -7.221, -5.709, 2.261, -1.651, -5.957, 3.668, -1.13, -3.258]",Calm
6.45,241.27,202,0.056,0.07,"[7.534, -7.353, -8.618, 9.108, 7.666, -0.193, -8.641, 1.409, 9.796, -4.155, 4.442, 2.457, 1.837]",Excited
5.44,205.53,210,0.056,0.084,"[-6.35, 2.197, -0.816, 0.994, -0.335, 9.175, 8.509, 9.582, 7.437, -0.931, 0.295, 9.276, -0.551]",Excited
15.01,100.12,53,0.068,0.059,"[-4.871, 7.51, 1.014, -2.178, -2.186, -2.005, -5.525, 1.556, 1.33, -7.371, 5.699, -2.238, 7.372]",Sad
5.89,306.31,145,0.093,0.055,"[6.414, -4.541, -4.378, 7.389, -9.184, -5.599, -0.832, 8.29, 2.546, 4.495, -3.026, 1.738, -2.285]",Angry
7.78,203.9,140,0.01,0.014,"[-0.748, 0.459, 9.975, 4.273, 8.254, 7.097, -5.703, -6.325, 6.652, 8.807, 0.938, -4.149, 5.592]",Happy
17.32,147.24,77,0.045,0.053,"[3.159, 6.885, 4.996, 6.762, 8.55, -4.529, -8.206, 7.756, 3.038, 3.589, 0.737, 8.172, 0.759]",Sad
4.56,293.97,152,0.07,0.011,"[-3.17, -1.372, 1.961, 1.738, -2.399, 4.878, -9.577, 0.325, -0.641, 2.138, -3.166, 1.439, -5.842]",Surprised
11.99,142.23,51,0.048,0.07,"[-3.978, -1.164, 5.379, -4.549, -7.767, -2.162, 3.073, -2.152, 4.237, 1.363, 9.118, 0.188, 8.324]",Bored
8.07,180.75,155,0.02,0.076,"[3.824, 9.733, -4.866, -9.316, 9.394, -1.385, -6.736, -7.805, 9.122, 1.631, 9.4, 4.371, -9.616]",Fearful
6.55,329.76,155,0.034,0.049,"[-4.801, -0.717, -6.431, 6.342, -1.061, -4.324, -5.944, 2.752, 4.135, -8.917, 3.921, -0.173, -2.813]",Angry
14.78,158.18,102,0.099,0.045,"[-8.821, 9.845, -3.138, -6.745, -5.776, -8.329, -5.221, 5.495, -0.474, 2.716, 1.272, -2.687, 9.349]",Calm
8.68,171.27,114,0.051,0.073,"[-8.228, -2.534, -2.638, 4.174, 4.926, -2.945, -5.824, 7.591, -8.042, 0.22, 1.618, 0.647, 5.988]",Neutral
10.03,151.33,65,0.09,0.083,"[8.203, 1.848, -7.06, -5.026, -2.699, -9.986, 0.065, -1.28, 1.752, -1.262, -9.03, -1.917, -2.037]",Bored
8.73,218.66,191,0.088,0.017,"[-1.79, 7.034, -7.032, -0.245, -0.283, -7.394, 6.231, 3.958, -5.618, -2.963, 2.854, -9.925, -7.25]",Excited
14.99,158.59,100,0.017,0.017,"[6.101, -8.666, -8.567, 5.287, -8.736, -8.666, -2.906, -9.074, 8.933, -4.474, -1.7, -6.684, -8.603]",Neutral
3.69,251.75,162,0.035,0.091,"[-3.09, -9.266, 7.888, 3.635, 3.832, 1.324, 5.812, -8.971, 4.343, 9.836, -0.255, 2.627, 5.549]",Surprised
16.09,132.39,79,0.026,0.013,"[2.667, -1.819, -1.263, -6.994, 4.154, -5.025, -7.855, 5.241, 5.247, 6.707, -0.035, 7.983, -1.275]",Bored
8.32,263.72,212,0.081,0.042,"[-4.475, 5.169, 6.449, -1.909, -7.897, 7.094, -7.796, 2.984, -9.657, -7.206, -1.921, -4.825, -1.646]",Excited
8.73,278.26,169,0.069,0.059,"[-8.922, 5.345, -0.306, -4.174, 3.795, 8.544, -5.003, -2.538, -5.41, 4.382, -9.541, -6.731, -9.526]",Angry
6.89,234.35,154,0.012,0.086,"[3.806, -4.814, -4.583, 7.78, 1.818, 4.414, -2.984, -7.538, 6.957, 7.445, -8.787, -5.286, -7.575]",Happy
9.54,225.85,199,0.019,0.025,"[9.26, 0.763, 3.465, -1.405, 9.981, -3.035, -6.366, 7.666, -5.409, 6.618, 9.695, 2.959, 7.967]",Excited
5.21,296.44,133,0.04,0.078,"[-2.373, -6.875, 4.405, -1.029, 4.364, 5.476, -9.121, -8.378, -8.327, 9.013, 9.737, -0.557, 8.873]",Surprised
12.18,166.76,100,0.031,0.045,"[1.666, -7.283, 1.884, -2.616, 7.334, 0.48, -8.04, -2.57, -2.32, -1.812, -7.062, 1.952, 0.312]",Calm
13.29,164.15,104,0.018,0.015,"[7.716, -2.173, 9.006, -2.84, 5.502, 7.46, -6.81, 3.775, -1.725, 6.927, -0.743, 4.223, -4.669]",Calm
11.6,129.65,83,0.043,0.058,"[3.87, -1.818, -4.062, 0.456, -0.247, -8.369, -5.766, 0.219, 1.827, -2.88, -6.257, 3.3, 6.472]",Sad
6.09,328.63,199,0.091,0.06,"[0.874, -6.533, 6.914, -7.665, -5.579, 3.627, -8.131, 0.539, 0.919, 3.028, -6.913, -4.933, -1.266]",Angry
8.76,204.55,108,0.065,0.037,"[-4.352, 0.409, -3.232, -6.24, -0.071, 4.647, 0.669, -0.473, 9.898, -3.693, -1.592, -9.557, 5.672]",Confused
7.58,191.76,127,0.087,0.013,"[-3.774, -3.51, -3.881, -0.582, 1.462, 6.57, 8.829, 9.769, 4.152, -1.302, -2.211, 1.999, 2.271]",Fearful
6.98,289.28,169,0.057,0.05,"[-2.065, 4.592, 9.929, -0.433, 4.983, -9.016, -4.62, 1.727, 2.429, -8.05, 1.376, -4.101, -3.528]",Angry
17.57,140.53,121,0.068,0.073,"[-1.176, 8.315, 3.186, 5.589, 0.22, 3.174, -0.248, -6.991, -0.433, 7.729, -7.641, 4.247, -8.482]",Calm
7.19,259.24,161,0.08,0.011,"[-5.988, 7.845, 7.795, 3.09, -7.135, -7.191, 7.048, -1.464, 5.865, 3.722, 6.725, -2.788, -4.408]",Surprised
13.8,190.88,113,0.024,0.076,"[3.57, -0.551, -1.375, 5.165, 7.78, 6.226, 1.148, 2.1, 5.245, 6.546, 1.229, 3.122, 6.969]",Fearful
10.3,143.82,78,0.034,0.012,"[7.409, -1.386, -8.879, 9.205, 5.821, 8.188, 0.711, -2.642, 9.097, 8.71, -4.135, -1.808, 4.23]",Sad
12.49,155.05,92,0.078,0.024,"[-9.598, 7.181, 9.475, -3.163, 0.546, 4.027, 7.511, -3.281, 4.886, -6.07, -8.228, 0.75, -2.374]",Calm
5.17,241.09,130,0.063,0.038,"[-1.914, -8.632, -2.79, -8.785, -1.276, -8.512, 1.793, -3.04, -2.881, -3.966, -3.87, 5.099, -6.288]",Happy
14.05,175.48,112,0.087,0.021,"[4.048, -0.984, 3.012, -2.852, -7.059, 5.505, 4.031, -0.347, 6.729, -0.851, 4.437, -0.698, 1.1]",Neutral
11.79,227.41,179,0.025,0.096,"[-9.664, 1.565, -2.088, 8.962, 5.359, -3.755, -4.591, -5.105, -8.306, 1.782, 2.094, 1.106, 6.901]",Excited
14.22,157.74,128,0.08,0.092,"[4.086, -5.41, 3.23, 9.792, 6.423, -7.029, 5.473, -0.825, 0.501, -3.081, -7.646, -4.571, 8.052]",Neutral
8.58,229.02,165,0.054,0.05,"[-8.547, -6.299, -0.957, 1.842, -3.285, 7.145, -6.681, 9.185, 1.818, -7.914, -1.87, -8.345, 3.961]",Excited
9.3,219.28,117,0.034,0.035,"[-7.373, 0.869, 2.545, 4.313, 9.601, 8.188, 6.586, -2.131, 0.227, -3.024, -5.078, -1.013, -2.421]",Confused
8.6,299.07,155,0.08,0.016,"[-1.555, -7.706, 8.501, 8.057, 3.505, -8.584, 2.606, -9.114, -3.658, 9.163, -8.271, 4.964, 3.615]",Angry
19.05,112.31,71,0.044,0.074,"[-0.321, 3.263, -5.991, 9.673, -5.142, -8.84, -9.634, -2.555, 8.265, 6.681, -5.373, -7.511, -0.287]",Sad
17.43,144.88,69,0.1,0.099,"[9.551, 4.94, 6.161, -4.254, -4.508, 7.95, -8.558, -0.312, 2.387, -6.723, -6.924, -2.543, -7.4]",Bored
11.9,140.01,58,0.042,0.098,"[8.34, 5.7, 1.772, -5.176, -5.317, -6.108, -9.709, -0.4, -2.608, 3.888, 0.678, -1.728, -9.702]",Sad
5.9,258.05,160,0.048,0.033,"[-2.183, 9.791, 1.283, -9.806, 6.061, -0.139, -7.797, -9.913, -3.362, 4.781, 3.899, 4.546, -3.993]",Angry
8.71,167.08,118,0.071,0.093,"[2.45, -3.483, -8.126, -4.896, -9.1, 8.789, -7.874, 8.003, 7.167, -4.047, -5.051, 3.584, -0.464]",Neutral
9.4,204.37,106,0.051,0.068,"[-8.706, 8.336, -3.277, -6.59, 5.181, 9.796, 3.249, 2.873, -9.071, 7.065, 4.641, -3.752, -6.156]",Confused
7.08,255.65,162,0.086,0.085,"[4.755, -2.178, 2.184, -3.705, 4.461, -5.484, -9.892, -9.571, 9.161, -0.043, -6.799, 6.302, 1.427]",Angry
16.66,146.5,111,0.055,0.079,"[-9.204, -3.431, -6.923, -6.426, 3.145, -4.587, 8.352, 3.11, -8.152, -4.579, -6.913, -0.386, 4.576]",Calm
10.69,164.93,100,0.034,0.027,"[4.191, 7.195, 4.57, 2.823, 8.421, 6.696, 0.773, 4.955, 4.482, -9.119, 8.068, -7.587, 3.349]",Neutral
15.64,135.99,75,0.087,0.046,"[-5.06, 1.23, -5.536, 8.552, -2.746, -9.955, 2.639, -3.976, -4.441, 6.926, 9.296, -5.862, 3.648]",Bored
16.4,171.6,109,0.038,0.093,"[4.182, 8.336, 0.96, 2.391, 9.22, 9.211, -6.445, 4.554, -1.398, -2.056, -1.691, -3.686, -0.882]",Calm
5.64,212.95,172,0.018,0.097,"[-0.119, 5.083, 6.612, -9.166, -4.483, 4.284, -5.377, 6.583, -4.135, 5.062, 6.358, -5.713, 0.313]",Excited
11.76,147.11,91,0.081,0.035,"[-9.764, 5.624, -6.432, 4.182, 1.103, 1.549, 2.985, 7.313, -0.43, 3.022, -5.222, 9.205, -4.366]",Calm
18.92,160.68,73,0.075,0.039,"[-5.349, -2.318, -2.567, -2.5, 6.5, -6.853, -4.223, -9.586, -9.531, 3.135, -4.603, 2.713, -2.062]",Bored
11.75,171.52,115,0.011,0.091,"[-8.377, 1.006, 0.378, -7.188, -2.185, 3.806, -1.022, 4.533, -9.239, 9.768, -1.929, 7.207, 2.143]",Confused
